guest_id,first_name,last_name,email,country,loyalty_member
84,Liam,Brown,Liam.Brown84@example.com,Germany,False
85,Priya,Jansen,Priya.Jansen85@example.com,Spain,False
86,David,Popescu,David.Popescu86@example.com,USA,False
87,Sofia,Silva,Sofia.Silva87@example.com,Romania,False
88,Ben,Jansen,Ben.Jansen88@example.com,Netherlands,False
89,Anna,Rossi,Anna.Rossi89@example.com,UK,True
90,Tom,Kim,Tom.Kim90@example.com,Spain,False
91,Tom,Garcia,Tom.Garcia91@example.com,France,True
92,Liam,Ivanov,Liam.Ivanov92@example.com,France,False
93,Ben,Chen,Ben.Chen93@example.com,Romania,False
94,Elena,Jansen,Elena.Jansen94@example.com,Romania,False
95,Tom,Jansen,Tom.Jansen95@example.com,Netherlands,False
96,James,Garcia,James.Garcia96@example.com,USA,False
97,James,Garcia,James.Garcia97@example.com,USA,False
98,Yui,Chen,Yui.Chen98@example.com,Germany,False
99,James,Kim,James.Kim99@example.com,Netherlands,False
100,Elena,Kim,Elena.Kim100@example.com,France,False
101,Priya,Andersen,Priya.Andersen101@example.com,Germany,False
102,Lucas,Chen,Lucas.Chen102@example.com,France,False
103,Tom,Jansen,Tom.Jansen103@example.com,Spain,True
104,James,Muller,James.Muller104@example.com,Germany,True
105,David,Andersen,David.Andersen105@example.com,Spain,True
106,Omar,Chen,Omar.Chen106@example.com,Romania,False
107,Erik,Kim,Erik.Kim107@example.com,Romania,False
108,Noah,Silva,Noah.Silva108@example.com,Germany,False
109,Chloe,Andersen,CHLOE.ANDERSEN109@EXAMPLE.COM,Spain,True
110,Mia,Silva,Mia.Silva110@example.com,France,False
111,Tom,Jansen,Tom.Jansen111@example.com,USA,False
112,Chloe,Kim,Chloe.Kim112@example.com,France,False
113,Lucas,Ivanov,Lucas.Ivanov113@example.com,USA,True
114,David,Brown,David.Brown114@example.com,Spain,False
115,Erik,Chen,Erik.Chen115@example.com,USA,True
116,James,Muller,James.Muller116@example.com,UK,False
117,Sofia,Rossi,Sofia.Rossi117@example.com,USA,False
118,Elena,Smith,Elena.Smith118@example.com,UK,False
119,Omar,Popescu,Omar.Popescu119@example.com,USA,False
120,Nina,Ivanov,Nina.Ivanov120@Example.Com,France,False
121,Andra,Jansen,Andra.Jansen121@example.com,USA,False
122,Omar,Garcia,Omar.Garcia122@example.com,France,False
123,David,Andersen,David.Andersen123@example.com,USA,False
124,Yui,Jansen,Yui.Jansen124@example.com,Spain,False
125,Lucas,Brown,Lucas.Brown125@example.com,Germany,False
126,Ben,Popescu,Ben.Popescu126@example.com,France,False
127,Andra,Smith,Andra.Smith127@example.com,Germany,False
128,Lucas,Popescu,Lucas.Popescu128@example.com,UK,True
129,Laura,Jansen,Laura.Jansen129@example.com,USA,True
130,Omar,Dubois,Omar.Dubois130@example.com,USA,True
131,Ben,Popescu,Ben.Popescu131@example.com,UK,True
132,Sofia,Silva,Sofia.Silva132@example.com,Netherlands,False
133,David,Muller,David.Muller133@example.com,France,True
134,Mia,Andersen,Mia.Andersen134@example.com,France,False
135,Priya,Ivanov,Priya.Ivanov135@example.com,UK,True
136,Tom,Ivanov,Tom.Ivanov136@example.com,Spain,False
137,James,Smith,James.Smith137@example.com,UK,False
138,Yui,Kim,Yui.Kim138@example.com,Germany,True
139,David,Smith,David.Smith139@example.com,UK,False
140,Tom,Silva,Tom.Silva140@example.com,France,False
141,Marco,Garcia,Marco.Garcia141@example.com,UK,True
142,Laura,Popescu,Laura.Popescu142@example.com,Spain,False
143,Omar,Jansen,Omar.Jansen143@example.com,Spain,False
144,Mia,Kim,Mia.Kim144@example.com,France,False
145,Anna,Novak,Anna.Novak145@example.com,France,False
146,Priya,Kim,Priya.Kim146@example.com,France,True
147,David,Brown,David.Brown147@example.com,UK,False
148,David,Silva,David.Silva148@example.com,France,False
149,Laura,Popescu,Laura.Popescu149@example.com,UK,True
150,Elena,Jansen,Elena.Jansen150@example.com,UK,True
151,Tom,Ivanov,Tom.Ivanov151@example.com,France,True
152,Elena,Smith,Elena.Smith152@example.com,USA,False
153,David,Ivanov,David.Ivanov153@example.com,Romania,False
154,Andra,Smith,Andra.Smith154@example.com,USA,False
155,James,Chen,James.Chen155@example.com,USA,False
156,Marco,Kim,Marco.Kim156@example.com,France,False
157,Priya,Dubois,Priya.Dubois157@example.com,Germany,True
158,Elena,Jansen,Elena.Jansen158@example.com,France,False
159,Lucas,Muller,Lucas.Muller159@example.com,USA,True
160,Nina,Silva,Nina.Silva160@example.com,UK,False
161,Elena,Dubois,Elena.Dubois161@example.com,Germany,False
162,Ben,Rossi,Ben.Rossi162@example.com,Netherlands,False
163,Mia,Chen,Mia.Chen163@example.com,USA,True
164,Andra,Novak,Andra.Novak164@example.com,USA,False
165,Lucas,Popescu,Lucas.Popescu165@example.com,Spain,False
166,Sofia,Kim,Sofia.Kim166@example.com,France,False
167,Liam,Rossi,Liam.Rossi167@example.com,France,False
168,Sofia,Muller,Sofia.Muller168@example.com,Spain,False
169,Tom,Silva,Tom.Silva169@example.com,Spain,False
170,Priya,Andersen,Priya.Andersen170@example.com,France,False
171,James,Novak,James.Novak171@example.com,France,False
172,Noah,Silva,Noah.Silva172@example.com,Germany,True
173,Sofia,Rossi,Sofia.Rossi173@example.com,France,True
174,Andra,Kim,Andra.Kim174@example.com,France,False
175,Liam,Muller,Liam.Muller175@example.com,UK,False
176,Priya,Smith,Priya.Smith176@example.com,UK,False
177,Nina,Chen,Nina.Chen177@example.com,Germany,False
178,Ben,Muller,Ben.Muller178@example.com,UK,False
179,Sofia,Popescu,Sofia.Popescu179@example.com,UK,False
180,Nina,Dubois,Nina.Dubois180@example.com,USA,False
181,Yui,Dubois,Yui.Dubois181@example.com,USA,False
182,Tom,Popescu,Tom.Popescu182@example.com,Romania,False
183,Anna,Popescu,Anna.Popescu183@example.com,Romania,False
184,Nina,Novak,Nina.Novak184@example.com,Spain,False
185,Anna,Novak,Anna.Novak185@Example.Com,USA,False
186,Priya,Dubois,Priya.Dubois186@example.com,France,False
187,Erik,Smith,Erik.Smith187@example.com,USA,False
188,Noah,Brown,Noah.Brown188@example.com,USA,False
189,James,Chen,James.Chen189@example.com,Spain,False
190,Liam,Andersen,Liam.Andersen190@example.com,UK,False
191,Yui,Brown,Yui.Brown191@example.com,Netherlands,False
192,Ben,Andersen,Ben.Andersen192@example.com,Germany,False
193,Tom,Silva,Tom.Silva193@example.com,USA,False
194,Elena,Dubois,Elena.Dubois194@example.com,UK,False
195,Erik,Smith,Erik.Smith195@Example.Com,Spain,True
196,Lucas,Dubois,Lucas.Dubois196@example.com,France,False
197,David,Brown,David.Brown197@example.com,USA,False
198,Mia,Andersen,Mia.Andersen198@example.com,UK,False
199,Anna,Kim,Anna.Kim199@example.com,USA,True
200,Ben,Rossi,Ben.Rossi200@example.com,France,False
201,Mia,Brown,Mia.Brown201@Example.Com,Spain,False
202,Chloe,Dubois,Chloe.Dubois202@example.com,UK,False
203,Nina,Novak,Nina.Novak203@example.com,USA,False
204,Priya,Garcia,Priya.Garcia204@example.com,UK,False
205,Ben,Kim,Ben.Kim205@example.com,UK,False
206,David,Novak,David.Novak206@example.com,Spain,False
207,Liam,Jansen,Liam.Jansen207@example.com,Romania,False
208,Yui,Kim,Yui.Kim208@example.com,Spain,False
209,Mia,Andersen,Mia.Andersen209@example.com,Germany,False
210,Nina,Jansen,Nina.Jansen210@example.com,Spain,False
211,Noah,Garcia,Noah.Garcia211@example.com,Netherlands,False
212,Omar,Brown,Omar.Brown212@example.com,Germany,True
213,Anna,Jansen,Anna.Jansen213@example.com,USA,False
214,Laura,Brown,Laura.Brown214@example.com,France,False
215,Laura,Chen,Laura.Chen215@example.com,Spain,False
216,Ben,Popescu,Ben.Popescu216@example.com,Germany,False
217,James,Muller,James.Muller217@example.com,USA,False
218,Noah,Andersen,Noah.Andersen218@example.com,UK,False
219,Liam,Jansen,Liam.Jansen219@example.com,UK,False
220,Omar,Rossi,Omar.Rossi220@example.com,USA,False
221,Lucas,Rossi,Lucas.Rossi221@example.com,France,False
222,Tom,Chen,Tom.Chen222@example.com,France,True
223,Priya,Chen,Priya.Chen223@example.com,UK,False
224,Priya,Dubois,Priya.Dubois224@example.com,Germany,True
225,Marco,Novak,Marco.Novak225@example.com,USA,False
226,Priya,Brown,Priya.Brown226@example.com,USA,False
227,Noah,Muller,Noah.Muller227@example.com,UK,False
228,James,Popescu,James.Popescu228@example.com,Romania,False
229,Andra,Novak,Andra.Novak229@example.com,Spain,False
230,Liam,Novak,Liam.Novak230@example.com,Spain,False
231,James,Silva,James.Silva231@example.com,France,False
232,David,Chen,David.Chen232@example.com,UK,False
233,Mia,Chen,Mia.Chen233@example.com,Romania,False
234,James,Silva,James.Silva234@example.com,France,False
235,Mia,Smith,Mia.Smith235@example.com,UK,False
236,Lucas,Muller,Lucas.Muller236@example.com,France,False
237,Marco,Garcia,Marco.Garcia237@example.com,UK,False
238,Anna,Brown,Anna.Brown238@example.com,Spain,True
239,Laura,Silva,Laura.Silva239@example.com,Netherlands,True
240,David,Brown,David.Brown240@example.com,Romania,False
241,Ben,Jansen,Ben.Jansen241@example.com,USA,True
242,Ben,Smith,Ben.Smith242@example.com,Romania,False
243,Anna,Novak,Anna.Novak243@example.com,Romania,False
244,Noah,Chen,Noah.Chen244@example.com,Netherlands,False
245,Ben,Jansen,Ben.Jansen245@example.com,Germany,False
246,Priya,Ivanov,Priya.Ivanov246@example.com,USA,True
247,Liam,Popescu,Liam.Popescu247@example.com,USA,True
248,David,Garcia,David.Garcia248@example.com,USA,False
249,Ben,Kim,Ben.Kim249@example.com,Romania,True
250,Omar,Chen,Omar.Chen250@example.com,USA,False
251,Anna,Popescu,Anna.Popescu251@example.com,Germany,False
252,David,Brown,David.Brown252@example.com,Romania,False
253,Marco,Popescu,Marco.Popescu253@example.com,Germany,False
254,Priya,Smith,Priya.Smith254@example.com,Romania,False
255,Andra,Popescu,Andra.Popescu255@example.com,Germany,False
256,Nina,Muller,Nina.Muller256@Example.Com,Germany,False
257,David,Jansen,David.Jansen257@example.com,Spain,False
258,Andra,Dubois,Andra.Dubois258@example.com,Germany,False
259,Ben,Dubois,Ben.Dubois259@example.com,Netherlands,False
260,Andra,Rossi,Andra.Rossi260@Example.Com,Germany,False
261,Andra,Rossi,Andra.Rossi261@example.com,Germany,False
262,Chloe,Smith,Chloe.Smith262@example.com,USA,False
263,Marco,Garcia,Marco.Garcia263@example.com,USA,False
264,Tom,Popescu,Tom.Popescu264@example.com,Spain,False
265,James,Andersen,James.Andersen265@example.com,Netherlands,True
266,Erik,Brown,Erik.Brown266@example.com,Romania,True
267,Priya,Smith,Priya.Smith267@example.com,UK,False
268,Sofia,Rossi,Sofia.Rossi268@example.com,Romania,False
269,Laura,Kim,Laura.Kim269@example.com,France,True
270,Chloe,Novak,Chloe.Novak270@example.com,Spain,False
271,Ben,Ivanov,Ben.Ivanov271@example.com,USA,False
272,David,Kim,David.Kim272@example.com,USA,False
273,Noah,Jansen,Noah.Jansen273@example.com,Romania,True
274,Mia,Chen,Mia.Chen274@example.com,Netherlands,True
275,Sofia,Smith,Sofia.Smith275@example.com,Romania,False
276,Mia,Garcia,Mia.Garcia276@Example.Com,France,False
277,Noah,Kim,Noah.Kim277@example.com,Romania,False
278,Omar,Brown,Omar.Brown278@example.com,Netherlands,False
279,Tom,Dubois,Tom.Dubois279@example.com,France,False
280,Mia,Chen,Mia.Chen280@example.com,Spain,True
281,Ben,Jansen,Ben.Jansen281@example.com,UK,False
282,Omar,Brown,Omar.Brown282@example.com,Spain,False
283,Tom,Chen,Tom.Chen283@example.com,Netherlands,False
284,Anna,Popescu,Anna.Popescu284@example.com,Romania,False
285,Laura,Jansen,Laura.Jansen285@Example.Com,France,False
286,Sofia,Rossi,Sofia.Rossi286@example.com,Netherlands,True
287,Chloe,Muller,Chloe.Muller287@example.com,USA,False
288,Marco,Dubois,Marco.Dubois288@example.com,Spain,False
289,Tom,Smith,Tom.Smith289@example.com,Germany,True
290,Tom,Popescu,Tom.Popescu290@example.com,UK,False
291,Omar,Andersen,Omar.Andersen291@example.com,USA,True
292,Chloe,Smith,Chloe.Smith292@example.com,Netherlands,True
293,Nina,Andersen,Nina.Andersen293@example.com,UK,True
294,Yui,Novak,YUI.NOVAK294@EXAMPLE.COM,Germany,False
295,Anna,Dubois,Anna.Dubois295@example.com,Netherlands,False
296,Omar,Rossi,Omar.Rossi296@example.com,France,False
297,Chloe,Garcia,Chloe.Garcia297@example.com,Spain,False
298,Yui,Brown,Yui.Brown298@example.com,USA,True
299,Sofia,Brown,Sofia.Brown299@example.com,USA,False
300,Omar,Dubois,Omar.Dubois300@example.com,Netherlands,False
301,Lucas,Silva,Lucas.Silva301@example.com,USA,False
302,Marco,Smith,Marco.Smith302@example.com,Netherlands,True
303,Nina,Kim,Nina.Kim303@example.com,USA,False
304,Laura,Muller,Laura.Muller304@example.com,Germany,True
305,Noah,Garcia,Noah.Garcia305@example.com,Spain,False
306,Mia,Muller,Mia.Muller306@example.com,UK,True
307,Tom,Rossi,Tom.Rossi307@example.com,Romania,True
308,Erik,Andersen,Erik.Andersen308@example.com,Spain,False
309,Nina,Chen,Nina.Chen309@example.com,France,False
310,Laura,Rossi,Laura.Rossi310@example.com,USA,False
311,James,Silva,James.Silva311@example.com,Netherlands,False
312,Sofia,Dubois,Sofia.Dubois312@example.com,Netherlands,True
313,James,Smith,James.Smith313@example.com,Spain,True
314,Tom,Garcia,Tom.Garcia314@example.com,France,False
315,Liam,Andersen,Liam.Andersen315@example.com,France,False
316,Laura,Novak,Laura.Novak316@example.com,Germany,False
317,Priya,Smith,Priya.Smith317@example.com,Spain,False
318,Sofia,Garcia,Sofia.Garcia318@example.com,Netherlands,True
319,Priya,Andersen,Priya.Andersen319@example.com,France,True
320,Marco,Dubois,Marco.Dubois320@example.com,Spain,False
321,Tom,Popescu,Tom.Popescu321@example.com,Romania,False
322,Laura,Smith,Laura.Smith322@example.com,USA,True
323,Tom,Brown,Tom.Brown323@example.com,Netherlands,False
324,Mia,Jansen,Mia.Jansen324@example.com,Romania,False
325,Yui,Rossi,Yui.Rossi325@example.com,Netherlands,False
326,Yui,Chen,Yui.Chen326@example.com,Spain,True
327,Chloe,Smith,Chloe.Smith327@example.com,USA,False
328,Andra,Jansen,Andra.Jansen328@example.com,Germany,False
329,Erik,Muller,Erik.Muller329@example.com,Germany,True
330,James,Brown,James.Brown330@example.com,France,False
331,Chloe,Popescu,Chloe.Popescu331@example.com,Spain,False
332,Tom,Kim,Tom.Kim332@example.com,Germany,False
333,Tom,Silva,Tom.Silva333@example.com,Romania,False
334,Omar,Jansen,Omar.Jansen334@example.com,Germany,False
335,Tom,Dubois,Tom.Dubois335@example.com,Spain,False
336,Ben,Muller,Ben.Muller336@example.com,Spain,False
337,Elena,Jansen,Elena.Jansen337@example.com,France,False
338,Priya,Silva,Priya.Silva338@example.com,USA,False
339,Omar,Rossi,Omar.Rossi339@example.com,Spain,False
340,Anna,Popescu,Anna.Popescu340@example.com,Spain,False
341,Noah,Ivanov,Noah.Ivanov341@example.com,Spain,True
342,Sofia,Silva,Sofia.Silva342@example.com,USA,False
343,Mia,Brown,Mia.Brown343@example.com,Germany,False
344,Marco,Popescu,Marco.Popescu344@example.com,USA,False
345,David,Kim,David.Kim345@example.com,UK,True
346,Laura,Smith,Laura.Smith346@example.com,Romania,False
347,Mia,Rossi,Mia.Rossi347@Example.Com,USA,False
348,Mia,Silva,Mia.Silva348@example.com,USA,False
349,Sofia,Popescu,Sofia.Popescu349@example.com,Spain,True
350,Tom,Garcia,Tom.Garcia350@example.com,Spain,True
351,James,Smith,JAMES.SMITH351@EXAMPLE.COM,Spain,False
352,Sofia,Smith,Sofia.Smith352@example.com,USA,False
353,Andra,Chen,Andra.Chen353@example.com,Germany,False
354,James,Kim,JAMES.KIM354@EXAMPLE.COM,France,False
355,Sofia,Garcia,Sofia.Garcia355@example.com,Netherlands,False
356,Ben,Garcia,Ben.Garcia356@example.com,France,False
357,Yui,Brown,Yui.Brown357@example.com,Romania,False
358,Marco,Dubois,Marco.Dubois358@example.com,UK,False
359,Marco,Muller,Marco.Muller359@example.com,Romania,True
360,Nina,Ivanov,Nina.Ivanov360@example.com,Germany,True
361,Ben,Jansen,Ben.Jansen361@example.com,Germany,False
362,Priya,Ivanov,Priya.Ivanov362@example.com,Germany,False
363,Sofia,Ivanov,Sofia.Ivanov363@example.com,USA,True
364,Elena,Popescu,Elena.Popescu364@example.com,Netherlands,False
365,James,Garcia,James.Garcia365@example.com,Spain,False
366,Anna,Popescu,Anna.Popescu366@example.com,Germany,True
367,Liam,Brown,Liam.Brown367@example.com,UK,True
368,Marco,Kim,Marco.Kim368@example.com,Romania,False
369,Yui,Jansen,Yui.Jansen369@example.com,USA,False
370,Marco,Silva,Marco.Silva370@example.com,Spain,True
371,Omar,Smith,Omar.Smith371@example.com,Spain,True
372,James,Jansen,James.Jansen372@example.com,UK,False
373,James,Andersen,James.Andersen373@example.com,USA,True
374,Priya,Jansen,Priya.Jansen374@example.com,Romania,False
375,Marco,Novak,Marco.Novak375@example.com,UK,False
376,Liam,Smith,Liam.Smith376@example.com,USA,False
377,Lucas,Popescu,Lucas.Popescu377@example.com,France,False
378,Priya,Popescu,Priya.Popescu378@example.com,Germany,False
379,Marco,Jansen,Marco.Jansen379@example.com,France,True
380,Mia,Chen,Mia.Chen380@example.com,UK,False
381,Sofia,Novak,Sofia.Novak381@example.com,UK,False
382,Anna,Muller,Anna.Muller382@example.com,Netherlands,False
383,Erik,Garcia,Erik.Garcia383@example.com,France,True
384,Anna,Ivanov,Anna.Ivanov384@example.com,France,True
385,Erik,Muller,Erik.Muller385@example.com,Spain,True
386,Lucas,Ivanov,Lucas.Ivanov386@example.com,Netherlands,False
387,Laura,Chen,Laura.Chen387@example.com,Netherlands,False
388,James,Dubois,James.Dubois388@example.com,Romania,False
389,Lucas,Silva,Lucas.Silva389@example.com,Germany,True
390,Elena,Silva,Elena.Silva390@example.com,Spain,False
391,Marco,Garcia,Marco.Garcia391@example.com,USA,False
392,Ben,Rossi,Ben.Rossi392@example.com,Netherlands,True
393,Yui,Ivanov,Yui.Ivanov393@example.com,France,False
394,Omar,Brown,Omar.Brown394@example.com,Germany,False
395,Sofia,Andersen,Sofia.Andersen395@example.com,France,False
396,Ben,Chen,Ben.Chen396@example.com,Spain,False
397,Omar,Garcia,Omar.Garcia397@example.com,Netherlands,False
398,Chloe,Rossi,Chloe.Rossi398@example.com,Germany,False
399,David,Jansen,David.Jansen399@example.com,France,False
400,Sofia,Dubois,Sofia.Dubois400@example.com,France,True
